Image,Image.H.score,Image.Allred.proportion,Image.Allred.intensity,Image.Allred.proportion,Percent.px.1.vessel.VA,Percent.px.2.vessel.VA,Percent.px.3.vessel.VA,Percent.px.Negative.vessel.VA,Perimeter (px) of vessel (VA),Vessel.Allred.intensity,Vessel.Allred.proportion,Vessel.Allred.proportion,Vessel.area,Vessel.H.score,Area_excluding_Vessel (VA),avg_solidity_1+,avg_solidity_2+,avg_solidity_3+,avg_solidity_negative,avg_norm_dist_1_vess,avg_norm_dist_2_vess,avg_norm_dist_3_vess,avg_norm_dist_Negative_vess,avg_circularity_1+,avg_circularity_2+,avg_circularity_3+,avg_circularity_Negative,avg_area_1+,avg_area_2+,avg_area_3+,avg_area_Negative,avg_length_1+,avg_length_2+,avg_length_3+,avg_length_Negative,avg_Min.diameter.px_1+,avg_Min.diameter.px_2+,avg_Min.diameter.px_3+,avg_Min.diameter.px_Negative,avg_Max.diameter.px_1+,avg_Max.diameter.px_2+,avg_Max.diameter.px_3+,avg_Max.diameter.px_Negative,Percent.px.1+,Percent.px.2+,Percent.px.3+,Percent.px.Negative,Avg_glial_cell_area,Avg_glial_cell_circularity,Avg_glial_cell_DAB_max,Avg_glial_cell_DAB_min,Avg_glial_cell_DAB_mean,Avg_glial_cell_DAB_std_dev,Avg_glial_cell_eccentricity,Avg_glial_cell_Hematoxylin_max,Avg_glial_cell_Hematoxylin_min,Avg_glial_cell_Hematoxylin_mean,Avg_glial_cell_Hematoxylin_std_dev,Avg_glial_cell_max_caliper,Avg_glial_cell_min_caliper,Avg_glial_cell_perimeter,Avg_glial_cytoplasm_DAB_max,Avg_glial_cytoplasm_DAB_min,Avg_glial_cytoplasm_DAB_mean,Avg_glial_cytoplasm_DAB_std_dev,Avg_glial_cytoplasm_Hematoxylin_max,Avg_glial_cytoplasm_Hematoxylin_min,Avg_glial_cytoplasm_Hematoxylin_mean,Avg_glial_cytoplasm_Hematoxylin_std_dev,Avg_glial_nuclear_area,Avg_glial_nuclear_circularity,Avg_glial_nuclear_DAB_max,Avg_glial_nuclear_DAB_min,Avg_glial_nuclear_DAB_mean,Nucleus..DAB.OD.range_x,Nucleus..DAB.OD.sum_x,Avg_glial_nuclear_DAB_std_dev,Avg_glial_nuclear_eccentricity,Avg_glial_nuclear_Hematoxylin_mean,Nucleus..Hematoxylin.OD.range_x,Nucleus..Hematoxylin.OD.sum_x,Avg_glial_nuclear_Hematoxylin_std_dev,Avg_glial_nuclear_Hematoxylin_max,Avg_glial_nuclear_Hematoxylin_min,Avg_glial_nuclear_perimeter,Avg_glial_nuclear_max_caliper,Avg_glial_nuclear_min_caliper,Avg_glial_nucleus_cell_area_ratio,Avg_glial_nuc_cyt_intensity_ratio,Avg_neuronal_cell_area,Avg_neuronal_cell_circularity,Avg_neuronal_cell_DAB_max,Avg_neuronal_cell_DAB_min,Avg_neuronal_cell_DAB_mean,Avg_neuronal_cell_DAB_std_dev,Avg_neuronal_cell_eccentricity,Avg_neuronal_cell_Hematoxylin_max,Avg_neuronal_cell_Hematoxylin_min,Avg_neuronal_cell_Hematoxylin_mean,Avg_neuronal_cell_Hematoxylin_std_dev,Avg_neuronal_cell_max_caliper,Avg_neuronal_cell_min_caliper,Avg_neuronal_cell_perimeter,Avg_neuronal_cytoplasm_DAB_max,Avg_neuronal_cytoplasm_DAB_min,Avg_neuronal_cytoplasm_DAB_mean,Avg_neuronal_cytoplasm_DAB_std_dev,Avg_neuronal_cytoplasm_Hematoxylin_max,Avg_neuronal_cytoplasm_Hematoxylin_min,Avg_neuronal_cytoplasm_Hematoxylin_mean,Avg_neuronal_cytoplasm_Hematoxylin_std_dev,Avg_neuronal_nuclear_area,Avg_neuronal_nuclear_circularity,Avg_neuronal_nuclear_DAB_max,Avg_neuronal_nuclear_DAB_min,Avg_neuronal_nuclear_DAB_mean,Nucleus..DAB.OD.range_y,Nucleus..DAB.OD.sum_y,Avg_neuronal_nuclear_DAB_std_dev,Avg_neuronal_nuclear_eccentricity,Avg_neuronal_nuclear_Hematoxylin_mean,Nucleus..Hematoxylin.OD.range_y,Nucleus..Hematoxylin.OD.sum_y,Avg_neuronal_nuclear_Hematoxylin_std_dev,Avg_neuronal_nuclear_Hematoxylin_max,Avg_neuronal_nuclear_Hematoxylin_min,Avg_neuronal_nuclear_perimeter,Avg_neuronal_nuclear_max_caliper,Avg_neuronal_nuclear_min_caliper,Avg_neuronal_nucleus_cell_area_ratio,Avg_neuronal_nuc_cyt_intensity_ratio,avg_dist_of_1+_to_1+,avg_dist_of_1+_to_2+,avg_dist_of_1+_to_3+,avg_dist_of_1+_to_Negative,avg_dist_of_2+_to_1+,avg_dist_of_2+_to_2+,avg_dist_of_2+_to_3+,avg_dist_of_2+_to_Negative,avg_dist_of_3+_to_1+,avg_dist_of_3+_to_2+,avg_dist_of_3+_to_3+,avg_dist_of_3+_to_Negative,avg_dist_of_Negative_to_1+,avg_dist_of_Negative_to_2+,avg_dist_of_Negative_to_3+,avg_dist_of_Negative_to_Negative,Diagnosis
Case4_FUS_BA4_GM_NVA1.png,15.75,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881578125,0.893159375,0.9187742574257426,0.8046741663149007,0.0,0.0,0.0,0.0,0.4971,0.505215625,0.5521495049504951,0.4098873786407767,368.1875,448.1875,499.1485148514852,526.3638666103841,97.125,107.3125,106.25742574257426,131.9273955255382,18.01973125,20.85145625,21.569862376237623,22.46817294216969,30.2347125,32.28645,32.67975742574257,38.461041198818066,1.26,1.26,3.99,93.49,252.0801435582822,0.9000472392638036,0.19458895705521473,0.013566257668711657,0.0710717791411043,0.03411963190184049,0.5855613496932516,0.21182453987730063,0.03329631901840491,0.09825398773006135,0.03339141104294478,20.73252883435583,15.80575398773006,58.71146012269939,0.15287852760736195,0.013884662576687115,0.06129754601226994,0.024295092024539874,0.1595282208588957,0.03331533742331288,0.0860920245398773,0.02244601226993865,67.69555582822086,0.7922472392638037,0.1739601226993865,0.03490429447852761,0.09486932515337423,0.13905828220858896,17.65403374233129,0.03368036809815951,0.6856668711656442,0.12857668711656442,0.13674233128834357,23.4152,0.031761349693251534,0.20530245398773006,0.06856073619631901,32.43779631901841,11.877401840490798,7.922018404907975,0.26768834355828225,1.5216938664104773,976.9110630769231,0.9046538461538461,0.29822,0.005923076923076923,0.08500769230769231,0.05267230769230769,0.5882753846153846,0.2579692307692308,0.024713846153846156,0.09985538461538461,0.03692461538461539,40.76944923076923,31.464736923076924,116.22156923076923,0.2199076923076923,0.006550769230769231,0.06826923076923076,0.031543076923076924,0.20309846153846153,0.024924615384615382,0.08807692307692307,0.024726153846153846,195.51682769230771,0.7105430769230769,0.2690923076923077,0.04826153846153846,0.15176,0.22083076923076925,77.09619384615384,0.04894307692307692,0.7614353846153846,0.1460153846153846,0.16996769230769232,73.74351230769231,0.03408615384615385,0.23909384615384616,0.0691276923076923,59.27219692307692,21.707273846153846,13.494756923076924,0.1995076923076923,2.02080467504227,0.0,117.066415625,126.85422277227723,144.85647826086955,80.271384375,0.0,101.1441188118812,109.98146365555085,53.731590625,53.96238125,0.0,67.70374069227522,16.69115,15.5552,17.618170297029703,0.0,1.0
Case4_FUS_BA4_GM_NVA2.png,10.83,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8678452380952381,0.8896551724137931,0.9101662337662338,0.8244656002751979,0.0,0.0,0.0,0.0,0.4821809523809524,0.5018689655172414,0.5362675324675324,0.4343491741225051,472.0952380952381,448.86206896551727,475.68831168831167,429.6938424492604,115.42857142857143,107.44827586206897,106.72727272727273,114.61437908496733,20.92473095238095,20.077224137931037,21.419855844155844,20.193255830753355,34.53345,33.209693103448274,32.789068831168834,34.25776711386309,1.37,0.95,2.52,95.16,289.9312104477612,0.929234328358209,0.28250597014925377,0.006082089552238806,0.07892985074626867,0.05418059701492538,0.5673567164179105,0.2819194029850746,0.02184179104477612,0.09707014925373135,0.051129850746268656,21.724685074626866,16.94969104477612,62.26503582089551,0.1894328358208955,0.006141791044776119,0.05968805970149253,0.031655223880597015,0.16597462686567166,0.02186865671641791,0.07669552238805971,0.02702537313432836,77.94425970149254,0.8451432835820896,0.2665880597014925,0.03145671641791045,0.1293358208955224,0.23512985074626866,26.554741791044776,0.059213432835820895,0.6292597014925374,0.14959402985074627,0.22069999999999998,31.02079104477612,0.055047761194029855,0.27832537313432837,0.05762686567164179,33.73061940298508,12.17873880597015,8.67798208955224,0.26531194029850746,2.1859925948331402,1107.875506451613,0.9121612903225806,0.36058387096774197,0.0025709677419354835,0.08328709677419355,0.06089354838709677,0.6098322580645161,0.31124193548387097,0.016432258064516127,0.09621612903225805,0.0468,43.34121290322581,33.05071290322581,123.19866451612904,0.2563870967741936,0.002764516129032258,0.06351935483870969,0.03438709677419355,0.22118387096774195,0.016461290322580643,0.08069032258064515,0.02835161290322581,216.8346677419355,0.675141935483871,0.3280516129032258,0.044412903225806453,0.16473225806451613,0.28363870967741933,89.99323225806451,0.06151612903225807,0.7717677419354839,0.16083225806451615,0.21736451612903226,87.57933870967742,0.04598064516129032,0.2844,0.06702903225806452,64.45915806451613,23.86761935483871,14.114267741935484,0.1939322580645161,2.3765891409569186,0.0,79.73546206896552,87.0205038961039,93.49838916408669,113.23146428571428,0.0,134.38859350649352,118.09736271069832,62.47356428571429,74.30144482758621,0.0,76.08251578947369,15.738176190476192,16.81561724137931,16.379474025974027,0.0,1.0
Case4_FUS_BA4_GM_NVA3.png,15.34,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443433333333333,0.8963148148148148,0.9190494845360825,0.8008155827149717,0.0,0.0,0.0,0.0,0.47052,0.5180444444444444,0.5423288659793815,0.4037974672489083,463.8666666666667,392.85185185185185,495.4329896907216,541.5617634220864,117.73333333333333,98.74074074074075,108.12371134020619,135.30510694020077,21.80349,18.954444444444444,21.3247381443299,22.48983112178088,34.9361,30.248992592592593,33.21561546391752,39.70963622872108,1.23,1.1,3.97,93.7,307.0004,0.9469868421052632,0.36687631578947366,0.006331578947368422,0.09293157894736842,0.07264999999999999,0.500942105263158,0.2834,0.0135,0.08227105263157895,0.04991315789473685,21.89944210526316,18.036394736842105,63.72086052631579,0.21811052631578948,0.006486842105263158,0.06438947368421052,0.033718421052631585,0.14653947368421052,0.013523684210526316,0.0609078947368421,0.022655263157894737,86.32813684210527,0.8909342105263157,0.354828947368421,0.026273684210526317,0.16324736842105264,0.32857105263157893,36.60904473684211,0.08633157894736843,0.5753499999999999,0.1348578947368421,0.24163947368421052,30.235978947368423,0.05684736842105263,0.28025263157894736,0.03860526315789474,34.88161052631579,12.378065789473686,9.42101052631579,0.2824815789473684,2.5298341381219376,976.4597157894736,0.9514526315789474,0.4526105263157895,0.009600000000000001,0.10679473684210528,0.08577368421052631,0.5574052631578947,0.27779473684210526,0.014373684210526316,0.07919473684210526,0.03991578947368421,39.28538947368421,31.585073684210528,113.39631052631579,0.3234736842105263,0.009600000000000001,0.07616315789473685,0.04371578947368421,0.17948947368421053,0.014373684210526316,0.06589473684210527,0.02220526315789474,178.72123157894737,0.8088947368421052,0.4177894736842105,0.06901052631578947,0.23896842105263158,0.3487736842105263,111.43446315789474,0.07923684210526316,0.7471210526315789,0.1382421052631579,0.19567894736842106,63.38136315789473,0.040884210526315794,0.24899473684210527,0.05331052631578947,52.59432105263158,19.483436842105263,12.459426315789473,0.18203157894736843,2.9278673187190623,0.0,97.86524074074075,114.19563608247422,115.33997856831078,110.3751,0.0,143.847593814433,129.0075466608468,51.86664,54.31571481481482,0.0,63.58731178524662,14.645443333333333,14.820737037037036,16.72860206185567,0.0,1.0
Case4_FUS_BA4_WM_NVA1.png,9.209,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9038555555555556,0.9031756097560976,0.9263854545454545,0.8287865691941516,0.0,0.0,0.0,0.0,0.5338388888888889,0.5269292682926829,0.5604927272727273,0.4431862244897959,415.19444444444446,453.6829268292683,407.07272727272726,427.19517171030265,99.88888888888889,105.36585365853658,96.72727272727273,112.61883713022782,20.074241666666666,22.14289268292683,20.367101818181816,20.073186909214552,29.957797222222226,31.39730731707317,29.51485090909091,34.009082522951374,1.17,1.33,1.79,95.7,220.24136874051595,0.8698342943854326,0.09434552352048559,-0.006647040971168437,0.030101062215477998,0.018795599393019728,0.6300297420333839,0.20337966616084976,0.045578148710166924,0.11160728376327769,0.03101669195751138,19.9033124430956,14.546315326251898,55.54603808801214,0.07979089529590289,-0.006157056145675265,0.0259763277693475,0.015569347496206372,0.178797875569044,0.04559438543247345,0.10173915022761759,0.025945978755690442,60.25524097116844,0.7678374810318664,0.08236145675265555,0.00400257966616085,0.03999924127465857,0.07835735963581184,6.832785432473444,0.01775887708649469,0.6982429438543247,0.13617663125948407,0.11688907435508346,21.94753550834598,0.02562003034901366,0.19744719271623673,0.08055811836115326,30.98001153262519,11.316001365705613,7.482847344461304,0.2757380880121396,1.4806735985791561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53400975609756,89.6391509090909,101.28944726283576,85.43950555555556,0.0,110.47180727272728,99.46374943896633,65.30948333333333,84.27979756097561,0.0,80.22760282216933,16.071355555555556,15.727699999999999,15.391718181818181,0.0,1.0
Case4_FUS_BA4_WM_NVA2.png,12.19,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141205128205129,0.9260575,0.9340352941176471,0.812654254894127,0.0,0.0,0.0,0.0,0.5501410256410256,0.562695,0.5860044117647059,0.4167974020783373,397.3333333333333,394.875,398.04411764705884,500.80223731522176,96.97435897435898,94.0,92.5,126.89492608869357,19.39528717948718,19.9567375,20.11382794117647,21.264738234119054,29.67150769230769,28.5374575,27.885816176470588,38.302048901318415,1.47,1.51,2.57,94.45,235.470428962818,0.8838741682974559,0.11294050880626223,0.0013095890410958905,0.04023091976516634,0.021364970645792566,0.6179639921722114,0.1817389432485323,0.041419178082191775,0.09891780821917807,0.02687671232876712,20.375913307240705,15.126208219178082,57.27195870841487,0.08805870841487279,0.0014980430528375734,0.034628962818003914,0.0155133072407045,0.14993698630136987,0.04145557729941292,0.09011487279843444,0.020510567514677103,63.637477103718204,0.7697776908023484,0.10281800391389433,0.014253816046966732,0.05355264187866928,0.08856634050880625,9.595445009784736,0.021348532289628182,0.7139722113502935,0.12062994129158512,0.10590802348336595,20.67115009784736,0.02410802348336595,0.177127397260274,0.0712146771037182,31.86503913894325,11.75603326810176,7.6258917808219175,0.2699853228962818,1.4602232791597451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.41819000000001,101.02411911764705,103.88051917698762,96.19705897435898,0.0,84.55079411764706,88.14133487814622,77.10930256410256,75.681925,0.0,79.16815876947663,14.852789743589742,14.55754,16.096954411764706,0.0,1.0
Case4_FUS_BA4_WM_NVA3.png,17.07,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9111780487804878,0.9171489361702128,0.9382040816326531,0.8099628276751182,0.0,0.0,0.0,0.0,0.539380487804878,0.5565893617021277,0.5901204081632653,0.4136369144821659,401.7560975609756,385.21276595744683,386.0204081632653,529.2814782982381,98.73170731707317,93.7872340425532,90.46938775510205,130.82509669101847,20.209846341463415,19.658289361702128,20.090954081632653,22.003559432746027,29.850746341463413,28.378525531914892,26.89907142857143,39.1009797593468,1.63,1.87,3.9,92.6,241.41462071428572,0.8937667857142857,0.15390035714285716,0.0035592857142857145,0.04865785714285714,0.029242857142857143,0.6018382142857143,0.1923117857142857,0.03703714285714286,0.09583285714285715,0.029638214285714285,20.326390357142856,15.429761428571428,57.53469,0.10195857142857143,0.0038317857142857142,0.03929178571428571,0.017023214285714284,0.14528785714285714,0.037059642857142854,0.08542,0.02041,65.00139464285715,0.7938385714285714,0.14177785714285715,0.018265357142857142,0.0708967857142857,0.12351178571428571,13.49068,0.030906428571428574,0.6803203571428571,0.12138142857142858,0.12248571428571428,21.407900357142857,0.028337142857142856,0.18801857142857145,0.06552857142857142,31.680532857142854,11.55393,7.818918571428571,0.26876964285714283,1.693415570560761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.35052978723405,103.08103367346939,98.62153098409969,85.86664634146342,0.0,94.68229387755102,94.70402724538032,72.64765853658537,58.39269787234043,0.0,67.30682784701332,14.556678048780489,14.930002127659575,15.825204081632652,0.0,1.0
Case4_FUS_BA39_GM_NVA1.png,44.3,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8348990566037736,0.8808444444444444,0.9250013574660633,0.7907026802807913,0.0,0.0,0.0,0.0,0.4483867924528302,0.5087622222222222,0.55449592760181,0.38938379068283346,555.3396226415094,417.0444444444444,478.57013574660635,729.1378430121251,126.54716981132076,104.44444444444444,103.38461538461539,159.48053605615826,22.168021698113208,19.55173333333333,21.162135746606335,26.327317358008937,38.94275188679245,31.881124444444442,31.776251583710405,45.82008813018506,5.47,2.32,11.4,80.81,285.3116623655914,0.9433913978494624,0.3755204301075269,0.028664516129032258,0.11851612903225807,0.07044731182795698,0.5259064516129033,0.28401182795698926,0.024146236559139785,0.09753333333333335,0.04973010752688172,21.22931505376344,17.256352688172043,61.44047419354839,0.28164301075268816,0.028773118279569892,0.09580860215053763,0.045473118279569895,0.17274408602150537,0.024146236559139785,0.076947311827957,0.02360537634408602,75.9996623655914,0.8842376344086021,0.33085806451612904,0.05850322580645161,0.1766064516129032,0.27234516129032255,35.65198924731183,0.07016344086021506,0.6093268817204301,0.15159354838709677,0.2188806451612903,30.320344086021503,0.05495268817204301,0.27723763440860216,0.058349462365591395,32.618524731182795,11.623910752688172,8.742329032258064,0.26368817204301076,1.8600801349993261,961.0276384615383,0.9398743589743589,0.4683974358974359,0.02287948717948718,0.1325871794871795,0.09204102564102563,0.5575538461538461,0.2987076923076923,0.020394871794871795,0.09696923076923077,0.04827948717948718,39.44047692307692,31.440864102564102,113.31307179487179,0.34954615384615384,0.02287948717948718,0.10001538461538462,0.04959743589743589,0.2079,0.020394871794871795,0.07983076923076923,0.024174358974358972,177.27364358974359,0.7915692307692308,0.4440871794871795,0.10790512820512821,0.27466666666666667,0.3361974358974359,123.88076923076925,0.07583333333333334,0.7228333333333333,0.17297435897435898,0.20626923076923076,78.26956153846155,0.04678461538461538,0.2829615384615385,0.07668461538461538,53.46443333333333,19.96608717948718,12.651397435897435,0.18442820512820512,2.6193535870213704,0.0,69.81837111111112,54.75140995475113,73.17084601148692,96.51609150943396,0.0,97.6073515837104,105.76173771537971,30.2483820754717,45.91796666666667,0.0,51.66824952137843,21.277472641509434,17.900615555555554,19.38619819004525,0.0,1.0
Case4_FUS_BA39_GM_NVA2.png,38.9,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8437470588235294,0.8962230769230769,0.9310547413793103,0.809676179245283,0.0,0.0,0.0,0.0,0.46359144385026735,0.5331446153846154,0.5716853448275863,0.4177094384143464,440.9465240641711,353.3692307692308,437.4396551724138,528.1570754716981,111.55080213903743,90.06153846153846,97.61206896551724,129.40943396226416,20.132613903743316,17.92943230769231,20.789275,22.443985849056602,33.674577005347594,27.697563076923075,29.264277586206894,38.05652075471698,7.18,2.5,8.91,81.41,280.1269534090909,0.9271477272727272,0.4068159090909091,0.027355681818181817,0.12181931818181818,0.07693181818181817,0.5509965909090909,0.2799443181818182,0.01555909090909091,0.08651363636363636,0.050357954545454546,21.23580340909091,16.9373875,61.25398522727273,0.24210568181818182,0.027554545454545453,0.09038068181818182,0.0371375,0.13181022727272726,0.015722727272727274,0.06411477272727273,0.01984772727272727,80.14915,0.8888306818181818,0.3954170454545455,0.05463863636363637,0.19594204545454544,0.3407840909090909,41.39793181818182,0.08639090909090909,0.5813727272727273,0.13960454545454545,0.23255227272727275,29.317970454545456,0.05781477272727273,0.27837613636363634,0.04582727272727272,33.49938977272728,11.871442045454545,9.043555681818182,0.28723522727272727,2.158708266239201,995.9201370370371,0.949474074074074,0.5071296296296297,0.019988888888888886,0.1213074074074074,0.08562222222222221,0.5563777777777777,0.3064481481481482,0.011522222222222222,0.08396666666666668,0.04664444444444445,39.70925925925926,32.14887777777778,114.72385925925926,0.34728888888888887,0.020103703703703703,0.0934962962962963,0.044229629629629626,0.16468148148148146,0.011522222222222222,0.06757037037037038,0.019922222222222223,178.34201481481483,0.7673222222222222,0.49101481481481485,0.07052222222222222,0.2477851851851852,0.4204851851851852,112.46853333333333,0.09696666666666667,0.7425481481481482,0.15828888888888887,0.24715185185185184,72.55912962962964,0.0555074074074074,0.30028518518518516,0.05313703703703703,54.459244444444444,19.894296296296293,12.963507407407407,0.17871851851851853,2.546292193356961,0.0,46.23351076923077,43.73890905172414,51.67980915094339,93.28682085561498,0.0,86.61922025862069,90.3270978773585,37.685667379679145,37.905098461538465,0.0,46.96919589622642,17.937645454545454,16.34320153846154,17.91610603448276,0.0,1.0
Case4_FUS_BA39_GM_NVA3.png,48.64,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8680887096774194,0.9078822222222223,0.9257160220994475,0.7809620508326031,0.0,0.0,0.0,0.0,0.49749354838709675,0.5499222222222222,0.561146408839779,0.37463149122807016,503.3709677419355,394.64444444444445,494.8232044198895,1041.6941279579316,117.0,95.11111111111111,105.6353591160221,194.6432953549518,21.365567741935482,19.15594666666667,22.1309773480663,31.335471603856266,34.24487741935484,29.060595555555555,31.543397790055245,54.38529982471516,4.34,3.15,12.67,79.85,290.2534365853659,0.9518414634146342,0.4029146341463415,0.023860975609756096,0.10746829268292683,0.07327317073170732,0.4775048780487805,0.28315121951219513,0.012234146341463413,0.07467073170731707,0.04987560975609757,21.028817073170732,17.677295121951218,61.61488292682927,0.2583609756097561,0.023897560975609758,0.08349024390243902,0.03970243902439024,0.12370731707317073,0.01231219512195122,0.0538609756097561,0.017858536585365854,80.46875365853658,0.9239658536585365,0.3714585365853658,0.04387560975609756,0.16699512195121952,0.32756829268292686,34.829580487804876,0.08562682926829268,0.5259780487804878,0.1277731707317073,0.2425390243902439,26.716763414634148,0.06188780487804878,0.27855365853658537,0.03600731707317073,32.94019268292683,11.511951219512195,9.231263414634148,0.27449268292682927,2.0352243329109236,930.8593809523809,0.9586523809523809,0.5338952380952381,0.03776666666666667,0.15623333333333334,0.11476666666666666,0.5110142857142858,0.24080952380952383,0.013923809523809524,0.07536190476190477,0.04089047619047619,37.780433333333335,31.24637142857143,110.3651761904762,0.39821428571428574,0.03776666666666667,0.11231904761904761,0.05417142857142857,0.13573333333333334,0.013923809523809524,0.05931904761904762,0.016733333333333333,172.34004285714286,0.8701904761904762,0.5333285714285714,0.11643809523809526,0.3449190476190476,0.41689999999999994,154.1065095238095,0.10620952380952381,0.6431714285714286,0.1438142857142857,0.17545238095238094,64.17028571428571,0.038566666666666666,0.2348333333333333,0.059390476190476195,49.89638095238096,18.03604285714286,12.84032380952381,0.18514761904761906,3.0813750080818907,0.0,81.12676666666667,79.38719171270719,85.52708255915863,93.72972258064516,0.0,92.01600165745856,91.59013216476775,40.54437741935484,42.19735555555556,0.0,48.96592234881683,17.218380645161293,18.1641,20.021563535911604,0.0,1.0
Case4_FUS_BA39_WM_NVA1.png,9.967,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9277544117647059,0.9184052631578947,0.9339837209302325,0.8109939768339769,0.0,0.0,0.0,0.0,0.5704205882352942,0.5562815789473684,0.581393023255814,0.42161575289575287,355.69117647058823,393.86842105263156,380.4186046511628,490.96216216216214,88.1470588235294,94.89473684210526,90.13953488372093,125.28030888030888,18.61771323529412,19.20948157894737,19.637902325581397,21.56970945945946,26.544979411764707,28.624844736842107,27.34506511627907,37.05943370656371,2.48,1.39,1.57,94.56,220.0539987394958,0.8748768907563025,0.12691428571428573,0.007220168067226891,0.05310672268907563,0.021952941176470588,0.6267226890756302,0.18720294117647057,0.03856953781512605,0.10046869747899159,0.027597268907563026,19.77024600840336,14.581689285714287,55.49024894957983,0.10328718487394958,0.007455882352941176,0.04766764705882352,0.017379411764705883,0.15317731092436976,0.038676680672268905,0.09169117647058825,0.021043277310924372,61.30760966386555,0.7676670168067227,0.11704432773109243,0.02381533613445378,0.06550378151260504,0.09322941176470588,11.146367226890757,0.02131113445378151,0.7019256302521009,0.12101596638655462,0.11450651260504201,20.088719957983194,0.02602605042016807,0.18336617647058825,0.06885735294117647,31.259309033613444,11.408009033613446,7.543042016806722,0.2777859243697479,1.35544714062765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.36864736842105,71.2559441860465,78.66719038610039,98.40096176470588,0.0,97.55056511627906,99.64547034749035,88.59776029411765,90.31582105263158,0.0,96.34539586872587,15.673070588235294,16.079726315789472,16.306827906976743,0.0,1.0
